component,mesh,nanite_data,nanite_proxy
"/Game/Maps/BiellaOpenWorldMap/_Generated_/6KIDQ8DFTHQYWAPBTVM821GBW.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616317401.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/0VZ6Z5XS1A7XB9FS4DWJZRDPE.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616310391.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/0VZ6Z5XS1A7XB9FS4DWJZRDPE.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616330421.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/0VZ6Z5XS1A7XB9FS4DWJZRDPE.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616331422.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/0VZ6Z5XS1A7XB9FS4DWJZRDPE.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616332424.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/0VZ6Z5XS1A7XB9FS4DWJZRDPE.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616333426.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/0VZ6Z5XS1A7XB9FS4DWJZRDPE.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616334427.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/0VZ6Z5XS1A7XB9FS4DWJZRDPE.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616335428.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/0VZ6Z5XS1A7XB9FS4DWJZRDPE.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616336429.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/0VZ6Z5XS1A7XB9FS4DWJZRDPE.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616336430.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/0VZ6Z5XS1A7XB9FS4DWJZRDPE.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616337431.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/0VZ6Z5XS1A7XB9FS4DWJZRDPE.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616338432.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/DF8HFWLRNPD550N0XGMPOK5GF.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616315399.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/DF8HFWLRNPD550N0XGMPOK5GF.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616317402.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/DF8HFWLRNPD550N0XGMPOK5GF.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616318403.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/DF8HFWLRNPD550N0XGMPOK5GF.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616319404.StaticMeshComponent0","/Game/OpenWorld/Architecture/SM_StreetBlock_03.SM_StreetBlock_03",1,1
"/Game/Maps/BiellaOpenWorldMap/_Generated_/DF8HFWLRNPD550N0XGMPOK5GF.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616321407.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/DF8HFWLRNPD550N0XGMPOK5GF.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616321408.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/6EHB8P09Z967OE4RS6CPFUTAY.BiellaOpenWorldMap:PersistentLevel.StaticMeshActor_UAID_FA163ECF0746E7FE02_1616315398.StaticMeshComponent0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/95TP0T9N25MIXLM8QWYH02197.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_3fd134f65e92efe9.HLODInstancedStaticMeshComponent_0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/95TP0T9N25MIXLM8QWYH02197.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_3fd134f65e92efe9.HLODInstancedStaticMeshComponent_1","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/95TP0T9N25MIXLM8QWYH02197.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_46010775ab25cb52.HLODInstancedStaticMeshComponent_1","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/95TP0T9N25MIXLM8QWYH02197.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_46010775ab25cb52.HLODInstancedStaticMeshComponent_6","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/5IU0GRNBE9QZPRKA21NEBCATN.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_29c1efa8e352a492.HLODInstancedStaticMeshComponent_0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/5IU0GRNBE9QZPRKA21NEBCATN.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_29c1efa8e352a492.HLODInstancedStaticMeshComponent_1","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/5IU0GRNBE9QZPRKA21NEBCATN.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_29c1efa8e352a492.HLODInstancedStaticMeshComponent_2","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/5IU0GRNBE9QZPRKA21NEBCATN.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_5b2b9634b541eb94.HLODInstancedStaticMeshComponent_2","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/256C5OJZGTN91XZFPA1H4KEPH.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_4f1fd3d235a2461f.HLODInstancedStaticMeshComponent_0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/256C5OJZGTN91XZFPA1H4KEPH.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_4f1fd3d235a2461f.HLODInstancedStaticMeshComponent_1","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/256C5OJZGTN91XZFPA1H4KEPH.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_9221ee871e0322a4.HLODInstancedStaticMeshComponent_0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/256C5OJZGTN91XZFPA1H4KEPH.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_9221ee871e0322a4.HLODInstancedStaticMeshComponent_1","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/015MLLY5P88ZMFRMJSAEJNQLO.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_8bdc040d1c35f627.HLODInstancedStaticMeshComponent_0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/4AAYUJMXGO66WP79CYXK0NY28.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_16925a08babfcd64.HLODInstancedStaticMeshComponent_2","/Game/OpenWorld/Architecture/SM_StreetBlock_03.SM_StreetBlock_03",1,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/4AAYUJMXGO66WP79CYXK0NY28.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_16925a08babfcd64.HLODInstancedStaticMeshComponent_3","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/4AAYUJMXGO66WP79CYXK0NY28.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_16925a08babfcd64.HLODInstancedStaticMeshComponent_4","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/4AAYUJMXGO66WP79CYXK0NY28.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_51f83a065cb9dbfe.HLODInstancedStaticMeshComponent_0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/4AAYUJMXGO66WP79CYXK0NY28.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_51f83a065cb9dbfe.HLODInstancedStaticMeshComponent_1","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/4AAYUJMXGO66WP79CYXK0NY28.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_51f83a065cb9dbfe.HLODInstancedStaticMeshComponent_2","/Game/OpenWorld/Architecture/SM_StreetBlock_02.SM_StreetBlock_02",1,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/7EH6Q7CV50I4HCBEHSE2MU8EH.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_6b763bbda5e31321.HLODInstancedStaticMeshComponent_0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/7EH6Q7CV50I4HCBEHSE2MU8EH.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_6b763bbda5e31321.HLODInstancedStaticMeshComponent_1","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/7EH6Q7CV50I4HCBEHSE2MU8EH.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_6b763bbda5e31321.HLODInstancedStaticMeshComponent_2","/Game/OpenWorld/Architecture/SM_StreetBlock_05.SM_StreetBlock_05",1,1
"/Game/Maps/BiellaOpenWorldMap/_Generated_/7EH6Q7CV50I4HCBEHSE2MU8EH.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_b25b234280b48d0f.HLODInstancedStaticMeshComponent_1","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/7EH6Q7CV50I4HCBEHSE2MU8EH.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_b25b234280b48d0f.HLODInstancedStaticMeshComponent_2","/Game/OpenWorld/Architecture/SM_StreetBlock_04.SM_StreetBlock_04",1,1
"/Game/Maps/BiellaOpenWorldMap/_Generated_/7EH6Q7CV50I4HCBEHSE2MU8EH.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_b25b234280b48d0f.HLODInstancedStaticMeshComponent_8","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/CZCJEFLAC61WAOFNN7FYLXDZ3.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_91d1606ca22e01d0.HLODInstancedStaticMeshComponent_0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/CZCJEFLAC61WAOFNN7FYLXDZ3.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_91d1606ca22e01d0.HLODInstancedStaticMeshComponent_1","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/CZCJEFLAC61WAOFNN7FYLXDZ3.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_91d1606ca22e01d0.HLODInstancedStaticMeshComponent_2","/Game/OpenWorld/Architecture/SM_StreetBlock_01.SM_StreetBlock_01",1,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/CZCJEFLAC61WAOFNN7FYLXDZ3.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_ad8a26dfe033840b.HLODInstancedStaticMeshComponent_0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/CZCJEFLAC61WAOFNN7FYLXDZ3.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_ad8a26dfe033840b.HLODInstancedStaticMeshComponent_1","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap/_Generated_/CZCJEFLAC61WAOFNN7FYLXDZ3.BiellaOpenWorldMap:PersistentLevel.HLOD_Continuation_ad8a26dfe033840b.HLODInstancedStaticMeshComponent_2","/Game/OpenWorld/Architecture/SM_StreetBlock_00.SM_StreetBlock_00",1,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.Panel0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.Panel1","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.Panel2","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.PostLeft","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.RailLeft","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.PostRight","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.RailRight","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.Header","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.Cabinet","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.Switch","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.HazardPad","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.WarningStripe0","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.WarningStripe1","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.WarningStripe2","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.WarningStripe3","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.WarningStripe4","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.WarningStripe5","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Environment01.WarningStripe6","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.PresentationBody","/Game/Vehicles/OffroadCar/SM_Offroad_Body.SM_Offroad_Body",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.PresentationTire0","/Game/Vehicles/OffroadCar/SM_Offroad_Tire.SM_Offroad_Tire",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.PresentationTire1","/Game/Vehicles/OffroadCar/SM_Offroad_Tire.SM_Offroad_Tire",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.PresentationTire2","/Game/Vehicles/OffroadCar/SM_Offroad_Tire.SM_Offroad_Tire",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.PresentationTire3","/Game/Vehicles/OffroadCar/SM_Offroad_Tire.SM_Offroad_Tire",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.SteeringWheel","/Game/Vehicles/Presentation/SM_DriverSteeringWheel.SM_DriverSteeringWheel",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.Body","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.Hood","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.RearDeck","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.FrontBumper","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.RearBumper","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.Seat","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.SeatBack","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.PassengerSeat","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.Dash","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.BrakeLeft","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.BrakeRight","/Engine/BasicShapes/Cube.Cube",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.Wheel0","/Engine/BasicShapes/Cylinder.Cylinder",0,0
"/Game/Maps/BiellaOpenWorldMap.BiellaOpenWorldMap:PersistentLevel.D02Vehicle01.Hub0","/Engine/BasicShapes/Cube.Cube",0,0
